First Seen,SHA256,Domain/IP,Port,Backup DNS,File Name,Startup Name,Folder Name,Data Directory Name,Backup Startup Exe,Mutex,Build ID,Enable Client Installation/Startup,Client Persistence Module: Protect Luminosity's Client Binary,Silent Mode (Hide Luminosity Window on Client PC),Proactive Anti-Malware: Clean Malicious Files and Speed up Client PC,Power Saver: Prevent Sleep Mode and Turn off Monitor after 15 minutes of inactivity,Remove File after Execution (Melt),Anti-Virtual Machines/Debugging,Hide File and Directories,Backup Startup
2015-09-10,1750268206cdbe5b029c64888f0a1408dfc78f1a883957ee5bf648eb13664e69,bigbobxxx.ddns.net,9002,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,051f9d8a38b24b3943d81490068a7fe4c496c470,test1,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-05-24,17571abd3ce96270805af7406fa806a874592a7287d04521c44b9fdc7125e203,212.7.208.69,2222,Disabled,client.exe,Client Monitor,Client,Monitor,clientmonitor.exe,97dfcec938ecab645e2669a0828b04010f77c366fee5a2488a64cac9d1cbb88f,HOME,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
2016-01-25,1777139f04e69f24c3ac5ef24577abcd622411f91ed109e35eb00fc67691b648,anonykidz.no-ip.biz,1604,Disabled,svchost.exe,svchost.exe,N/A,N/A,N/A,1f05d92d3f58223ff75c277d597be543175cda2b,AV3R,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-23,17b08b09b9379b827e69bad1bf1d3b5503cd37b17dfd3e650cbe352e830cb560,lolgate1.duckdns.org,1337,Disabled,Svchost.exe,Svchost,N/A,N/A,N/A,5f514892a9a36ddc576bdb1512248e01bdd4985d,CloudCrypter,No,No,Yes,No,No,No,No,No,No
2016-02-25,180154c5d8523c18cc175d29c8eb46f62ecdc50f3e782aa97dd60e857860ac17,ghghjgjgh.no-ip.info,6798,Disabled,Disabled,Disabled,N/A,N/A,N/A,499ccbaaab7518acafb0e217179eabe32ba13e6b,Ashleys Booty Slaves,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-12,18887a87c8c8a813136e043face61eed9adfb470d88dfe4f385a633360c97643,luminositybeef.no-ip.info,1305,Disabled,Disabled,Disabled,N/A,N/A,N/A,499ccbaaab7518acafb0e217179eabe32ba13e6b,Ashleys Booty Slaves,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-08,19aa21fe4cb3f4cca4b1330a1a91076e05602ac1e812edae5d8651a82d0a5070,watermeloncake.no-ip.biz,13335,Disabled,Disabled,Disabled,N/A,N/A,N/A,31aa421d05c6859802c891ebee019e75a2d7c54b,second1,No,No,Yes,Yes,Yes,No,No,No,No
2016-05-18,19b92ec24d812e93cd3a92c67d9657381e519d58f88d7c99b6d935a5a960f705,lollotiramollo.ddns.net,64991,carmeligno.ddns.net,Disabled,Disabled,N/A,N/A,N/A,99361e58f94fbbf845b451e02831aa6fb6e61fb4,dynamo,No,No,Yes,Yes,No,No,No,No,No
2015-10-12,19c64fadde36c385c28ffcc76daaa3e4a8218f271b925346d8d60beee3100462,gooble.mooo.com,6318,Disabled,javaupdate.exe,JavaUpdate,N/A,N/A,N/A,6d0c7aa2f416597d3b63918aef8aa8cfac2c8a7c,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-09-17,19d4f255e1a4695c2792d89d92b32c37520b6b80c585e12a5de0af95452a2696,tenshi1.duckdns.org,25565,tenshi2.duckdns.org,sysmon.exe,System Monitor,N/A,N/A,N/A,1eeaa11beeb7abdba586e751a7816ae5650f544d,Minecraft,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-10,1a06358ca0cf45e9e77af7b1ef3003db94063580b2d25446b706b960c1181d3a,minecraftsvg2.servegame.com,6062,Disabled,client.exe,Client,N/A,N/A,N/A,ff1a8ab469c24a8e12cf8a9e60ce9690cfad989d,wappm8,No,Yes,Yes,No,Yes,No,No,No,No
2016-04-14,1a34053065d8af71d93842ff19326fc28a1dacb1fac033d6c09a7a40d6da9766,aurum13599.no-ip.biz,7777,bluediamond15.no-ip.org,windowsliveupdater.exe,Windows Live,N/A,N/A,N/A,a2f1dba0be975a7e51b9d49e1828f5a9126ffab5,07,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-23,1a9fd701e618425dab3f3b2be928a657b25cb333e4cd381546f6d77c2af0f009,s0zniz.no-ip.biz,1666,Disabled,dwm.exe,Client Monitor,dwm,Monitor,clientmonitor.exe,30f434e455e5828610e8e1553bf08c78a50e5566386596adb782a9950ca44761,s0ZNIz,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
2016-02-10,1b151c8206d1ec1587f3021f9aa30bef17e1768ecf7536fef803393685ad7b6c,mrblazin420.ddns.net,2560,Disabled,javaw.exe,Java,N/A,N/A,N/A,902988f7ab66c519e8ab577fd09c7c5f2c6b72c8,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-17,1b2bc8a8915260365fd9dc52f1b730c641df042bf01d7e02a1d8357865b38a7b,185.17.1.61,1963,Disabled,client.exe,Client Monitor,Client,Monitor,clientmonitor.exe,c755d223ca89c60c92fb7fe7db99c3107a80e189cbc0161cec85dc72b83856db,HOME,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
2016-04-20,1b3a73213f668e1107d02268c31de0f2f99279f582bcce67813675dbe3747561,olivetree.dvrcam.info,6318,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,5cb1119618b1d42ee8b353d41e985c7c026bd22d,HOME,No,Yes,Yes,No,Yes,No,No,No,No
2015-08-30,1b647cb1bbf8b362e1cdf944b1bf1467be52e650d0520768822fcf043c9b6372,ratissesned1039.chickenkiller.com,6318,Disabled,WindowsLFI.exe,LFIControllerWin32,N/A,N/A,N/A,434065b291180117990c96bb5b30d92ccc95c4c0,SLAVE,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-18,1b7ea873c3ec0b9c7de8297d1fe2d5add3ecc44c8c2cf75df35e863bd9f1d4e7,nissanchief.ddns.net,2015,Disabled,Disabled,Disabled,N/A,N/A,N/A,f072d44471a4a8684b2edf5c5a73f048f4d49651,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-27,1b8a9737020587e540c074a903ed1005cf15ebd166cee74eced82a8104185cd9,nullxploit.duckdns.org,6318,Disabled,client.exe,Client,N/A,N/A,N/A,1479ce2227c344974de9d41be6b7ad05546de411,Cyber,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-29,1b936dd6664f45722502efa47ddaa8f43b4ec45a5a47c9d83b4c02ec70d16d04,lumi2.no-ip.net,6320,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,29e9b7f4589a98388a1a0ec3d1b36b97103bda06,WHYttttt,No,Yes,Yes,Yes,No,No,No,No,No
2015-10-12,1bd1a437b60bb6739ffe518c06854c2f77dca2e5e2cfee9673b8f66c282ef6aa,rsnoip.ddns.net,1990,Disabled,client.exe,Client,N/A,N/A,N/A,18215fc6d83e4a0997cec6aa05a7bf32fc8cfd96,TV,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-02-27,1c3f3a386ff8c126475e7b4c3d6c26c8252848e173d58934a9cd5c29856e6e57,catalinzuzu.ddns.net,6318,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,23b9c432e761f50c9409ca7e72c4281534606d43,LOLs,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-02,1c6de7c39302f82fa256c90d425cdefeaf515e1249200907e03ab8d62220079c,manuelok.no-ip.org,7270,Disabled,Disabled,Disabled,N/A,N/A,N/A,2e235c2b44cd7b4ebe72c5d103d36d299f4c43d9,News,No,Yes,Yes,Yes,No,No,No,No,No
2016-04-15,1c9ae96322a92d1d9daccfd52c1ca0aaed90244abcad240f4314198e929573c9,5.254.106.210,1508,Disabled,PICTURE.exe,System Monitor,Client,Monitor,clientmonitor.exe,2b16e5a306baf38541dcb2853a8a2d158e28bea9c18c947cf993214908d61856,HOME,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
2016-05-07,1cd6e941f7a930108b115e068e95745def3cf9396db924017779c72430a0d32f,belly.strangled.net,1682,Disabled,Realtek HD Audio manager.exe,Realtek HD Audio Manager,Realtekk,Realtekk,Antimalware sirvice executable.exe,16621584c2d16c2a65f1fc072d87a532605f683d92f0cacbaafe33bd9b85623c,either nulled.io or youtube,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2016-05-13,1ce6f2aa39496d662c72b65cfa713ede3c2b8e6d71baae01ecefd46d0508a277,207.237.64.211,8118,Disabled,client.exe,Client Monitor,Client,Monitor,clientmonitor.exe,6887db7a14d84924c24275b3b5a2815c2d68ba32fb3894ced1d3ea2765f0ee00,HOME,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
2016-04-14,1e2fd27f3c109fbea52b8b24c5ace600cab3b5137846c41d641e59d73cca66f3,daredevil1.holeechow.asia,23842,Disabled,Disabled,Disabled,N/A,N/A,N/A,4d6e6b0276e2dc0ac482aea3080d8872e33a0bd0,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-07,1e3fe54a9f761a4671dd72a1901ae3ac6c7343b09796e6ea15597e5d7fbec3d8,jastn.ddns.net,1337,yourdns.example.com,client.exe,Client,N/A,N/A,N/A,38b443f85011f3d848b163cd145ae2f8bc0b72de,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-06,1e62a580f22493a6a1480b13eae2844ef5b5d8bb841b3265b20d3da26891e406,88.95.86.169,6043,Disabled,svchost.exe,svchost,N/A,N/A,N/A,d34b6caa5ae0468b4e18a6cd6519823da4c9d435,NEW,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-10-03,1e76654424d3c2006b6cd133324f0d53f3b46da19caf8db27b30b5331b53d8ec,developmentbuild.ddns.net,9989,Disabled,Crack.exe,Crack,N/A,N/A,N/A,424f7288a3de39ee48c2c86f2360795099dc0e81,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-25,1f0e16da81e2411c25d4c254aca57eb3dba556e1184c40a0b9c4e2a9ccd82e16,tracksupport.duckdns.org,777,Disabled,WinUpdate.exe,WindowsUpdate,Client,Monitor,clientmonitor.exe,311a76e398ca983428cb08aaf321e7f85e76e4dcf224da8c06aeec3810f109fa,Vict_,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2016-04-19,1f18a5e0e4fef7464565bdfecd71958adc04dc8526e95d82f0d3fbdee43491c8,Timme.freedns.su,9630,Disabled,client.exe,Client,N/A,N/A,N/A,8e5bd838cf9f812c657114bbe7615f51e25a796b,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-09-11,1f396696855c5a79d77708b5b5d8e223f35c72460563189cdbd1b4b76eb57e29,pirat.noip.me,200,Disabled,system32.exe,System32,N/A,N/A,N/A,20e2a52cc946fe2fbbd81b4b1ac01f8b98c56651,Slave,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-05-11,1fd9b8e60078552ddc37b6488c4daa35d894cd380da2492fe31349f21106b1a0,86.29.189.35,10101,Disabled,win32.exe,winlogin,winlogon,winlogon,Backup.exe,6c284e7b6716988bea5238c96784d236772382058b4fd9e852acd689451185a7,HOME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2016-03-30,1fef44c007191d6d3361346eeda2fc0ab0dbf0ccc39c7125e78150c94c817f89,81.4.104.129,6689,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,6589cae86777dacda25e855b45cc89ef47b9c39d,B1,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-02-07,20a9a7295dcd2313772f88de573b3f881037452f5df64490980f77451a0625d5,Defqoner.chickenkiller.com,6318,Disabled,Chrome.exe,Graphics,N/A,N/A,N/A,74ee6f00b35e022affb7bb1390f80c453defbc34,Inj3ct0rbot,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-14,20d1b677d4bba8498041cff4efba76604976a0bbe9aa549f9713a2b605caa7e4,internet.dynapoint.pw,6318,Disabled,repair.exe,Mechanic,N/A,N/A,N/A,7a43af6a0273bff1b47e52544b642f9fa7e74383,i,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-02-12,21219a75d1f63473ac67b4f3cf2ed292fd42d25e6b9f475ec6d6b033e4489a48,projectk.duckdns.org,64770,district9.fishdns.com,helper.exe,Computer Helper,N/A,N/A,N/A,06a973d5f0a4aca017313ac393ea61770040c0e8,PROJECTD9,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-19,2189b4491f4cb014e91eea6e7bc3eabe8a9a489eeac4b7be3953848632ea37a6,Nameservers12-1.3utilities.com,6318,Disabled,repair.exe,WindowsKit,N/A,N/A,N/A,3b86f0d97c003846d6f1c9f79ef94050bb804e8e,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-25,21e2dcd230da6e462173ff2a65d97db89f51b63daf5a2da6736c055fd63bc32f,ragnarok.freedns.su,23073,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,7f3fade641aabe8a499cf37e60234eb30ee604e5,Ragnarok,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-25,226cffa4f50ed3fc5b3d4515de302e7688c956ca7cf80f65d732c33570184e2b,catomama.no-ip.org,20010,Disabled,repair.exe,Mechanic,N/A,N/A,N/A,55913a88e0b7552f51228a52cbd9258cca033ae0,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-02-14,22978ae0d923645a1c8d223ad749c99113a35a9ca297bdfdf43699b486339ef5,part.utopian.xyz,6567,spot.utopian.xyz,winupdater.exe,Windows Update,N/A,N/A,N/A,8eddda7b81199496b7a540b2a5a176879e4d0742,Tor1.23,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-31,22a5f53c47d4e606c03f9798796105ccdebf505723e45867d0ae90065e5900fb,ns1.apliweb.com.ar,23207,200.61.176.27,msdcc.exe,Client Monitor,Client,Monitor,procmon.exe,ba2fe953c5dcbb9a4f327bc334f862875c7969c478a95803c26e1975ba59df11,BETA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2016-05-17,22b2b03885b0834016b3957398cc08d8072e39a44df6c24b693475567946ad9c,kissman.chickenkiller.com,1967,Disabled,repair.exe,Mechanic,N/A,N/A,N/A,94dc6ce5db6a73bb73109c611795a32c60a89d8c,FU,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-28,22c5817cd34eab9fb0703459c7e1e516afcec16a8d735db2c5bc1ff84e2faef0,okgl2.freedns.su,12033,Disabled,client.exe,Client,N/A,N/A,N/A,a84e031d5c0fc883d59ed413bb2d7af3ed6c240e,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-05-30,22fe4851136494005df24bd17f4a3402871122b0fd2f4d50801f5842842a28a3,redsocks.ddns.net,4444,Disabled,wintask.exe,Task Editor,Task,Local,winclient.exe,08c094a3b9a52a3f282004757dfcb4e9248084721a03f7341975172625c50bb5,HOME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2015-09-23,23406b259008aaf493387b8e4d7c953aa4681ce42ffced332c0d5541bf1db869,japanese.strangled.net,5531,Disabled,Disabled,Disabled,N/A,N/A,N/A,3f2c01273850ed84099df3394e1e2cc2139c7c51,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-26,23538c8a9db04baa115783cbb1b34aa03252bb895b8bc2fc428c14375083d9ae,hoodful.ddns.net,6318,Disabled,client.exe,Client Monitor,Client,Monitor,clientmonitor.exe,8a61782c4ad8cdc7cca4cc73000e2ec28fc9a6c00412100e326ddc833258e0c2,HOME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2016-03-13,2365508487ec7012f509fa92cec59966ff2e1a750ec77c4937ffd0449be68b73,95.233.121.125,1240,Disabled,repair.exe,Mechanic,N/A,N/A,N/A,8ea8faf5ab633d3f9f4bef6300deb256a29a132f,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-28,2372ad12e0573f2faa8a5d1062dadb226fc6a67b26d2da176eadbcbd60c311af,46.20.33.125,2222,Disabled,Disabled,Disabled,N/A,N/A,N/A,1f0b4bf75e5613534002d1679e319b773df560a0,TSN,No,Yes,Yes,Yes,No,No,No,No,No
2015-09-26,23c9b24c8c468833ef5d52b8b8be5a9a8c5c68a0f27266cce3fcee2afedddb36,darkdre.no-ip.biz,3390,Disabled,helper.exe,Computer Helper,N/A,N/A,N/A,04dc4960ebd462731be4860e2b5af34bdfa0812f,douleia,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-05-02,23f7998cd2957e2a131a757ebad154d2ff7eb4dbc832b66487b28c4837bb21fe,lumiaconnect.duckdns.org,63373,Disabled,helper.exe,Computer Helper,N/A,N/A,N/A,b9acf3837701f381374ac103d82febedd4890808,Cryingedition,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-05-07,23fe37e216d83f12a445913fe6f62a61ee09356fbf2962c351e2ab591ce4596e,DUJANA.djaoke.ga,42115,Disabled,helper.exe,Computer Helper,N/A,N/A,N/A,8964bfbb60167c283ebd67fe5dffbd1f5a1a1a52,Order101,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-02-13,2426c8b516d5dbb0114c9cf6c46d993530f8623ce4c2c146b537aa8059b0faff,tehratdns12.duckdns.org,18992,Disabled,repair.exe,Mechanic,N/A,N/A,N/A,b634372b86cd102027dfdda945dfb2e14f417e16,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-10,2489efb6c26ae5317afa3041c3c8ff7dabcb7f21040507904baba792271a4974,divinemove.ddns.net,990,Disabled,client.exe,Client Monitor,Client,Monitor,clientmonitor.exe,fd01c77d9c093fc067dc37371d1c967e209f71280c6307a1c90368a3303414a4,HOME,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
2015-10-06,24dd83277fe0515aafdbee844f5bc25f2c8a681350571004b8d18f89e4093c89,nscserver.ddns.net,200,Disabled,helper.exe,Computer Helper,N/A,N/A,N/A,c539c7a60c4bf1f616b86e8751f5ea976c5738de,Laptopi,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-09,24e3be6578ab205652f1d860a31540f65eff2afcb726eee64a90aa9310655df7,yixuvutec.ddns.net,1604,Disabled,svcmonitor.exe,Client Monitor,SystemStartup,Data,clientmonitor.exe,ae67cbb0f1da21ed927297d63cf5debf302ea600442890d448723366ec072793,R3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
2016-04-01,24f8c9888838c4720f82caa3e69f53f7c1d7d6d115df788e2c8dae5e07243977,snoopy28.ddns.net,1155,Disabled,helper.exe,Computer Helper,N/A,N/A,N/A,38140e0876c396b9d099ff6d84b21828329af96c,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-05-27,2504ccc57be85e97f5833c972158ae90e4e05430956e482f8e6d22584ebed5dc,ru-stpetersburg.ra4wvpn.com,6435,94.242.57.172,Program.exe,Windows Audio Device Graph Isolation.exe,Microsoft Silverlight Service,Microsoft DirectX SDK,Runtime Broker.exe,b025f3c7cd0a020f62ab876bdc4fbd274c7733c0bac89200d679fe346275afae,HOME PC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2016-03-25,253a11fb3f212a484b2694a3d3b8809e659e23d35ecfc5532b55cc0bf91433ef,entersandman.jumpingcrab.com,11171,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,baa30860e58e99093c44648c67a0f27570a8eae5,mel,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-06,255de85e1fbc5520c4970d05b64a9ff2cf4e7742dd5cd53be20cb37a44176aaf,javasc.duckdns.org,3916,Disabled,Disabled,Disabled,N/A,N/A,N/A,89cc9875b0144ed695fb2a553e61c25b16b20091,xCrypt210316,No,Yes,Yes,Yes,No,No,No,No,No
2016-05-02,257ed107fe0af9f800665619ad33c67ceaf2b3df1a91a14d6595edcbb9f2943b,xcrimeex.no-ip.biz,6318,Disabled,rechnung.exe,Client Monitor,Client,Monitor,clientmonitor.exe,da79f2653d0f4df062e69f63586aff02fece42861922378342c4682ff30362d0,HOME,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
2016-03-21,2581768207645a8c5857843ba3e740b245e4af102f2ae987881be542f666ac1d,toxicshock23.no-ip.biz,53935,Disabled,winlogon.exe,WinLogon,N/A,N/A,N/A,f073b26ead0e32534fbb09a4027f31b679d7046d,MINECRAFT,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-30,263a2dfcc17acb9b2e389cac7f46725903a620418b42317c1a25d49807d04ff9,aliensgb.ddns.net,1149,Disabled,helper.exe,Computer Helper,N/A,N/A,N/A,74a1bc3640c65741ce148238cd245daffe8ccb38,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-19,26883fffb4bb1de2841224c79bffde0b85921de6e663ff9059cad6d8f3bd0be5,lumin.0v3rfl0w.com,9945,Disabled,repair.exe,Mechanic,N/A,N/A,N/A,4fd4a3d11832a7b33ee54c7b1083e25eb737e560,J0kerVictim,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-28,27177f47da30b0c733557cabfe185f92ffed6406d0a9da6c805a078c2b6fe691,imvu.duckdns.org,1122,Disabled,Task.exe,Task,N/A,N/A,N/A,effa3afa0d1d1b3694c3f4a149ad06ad5b5a3b88,Task,No,Yes,Yes,Yes,No,No,No,No,No
2016-04-26,277fc3d3b37ae8cd8746d4211983b125f5d8b43cf03b27857a32e4496d97c766,sigura.no-ip.org,200,sigura2.no-ip.org,windows.exe,Windows update,Update,Windows update,steam.exe,9f7da48b2c9126abb1f5eb32da11fe4ac882aa621b314807a2824f927dace037,HOME,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
2016-03-31,27ac43879fde2f061a3c4e18041a83e3e6e966bf0d0f88b9d070b45ec46d5ec8,185.5.175.223,3369,Disabled,client.exe,Client,N/A,N/A,N/A,5e149a49b7178791249c8d9a6defefc0e22bf138,HOME,No,Yes,Yes,Yes,No,No,No,No,No
2016-06-02,27ae82ec388deb226d07bb7209bfd6e8a30020b383cdef7e4736a0fbe4e60ff9,landragsdns.ddns.net,1337,127.0.0.1,System.exe,System Service,System,Server,clientserver.exe,f0fb41450cec67fa58638bcb089cd007d3b83434f0e1b9ae290eff901fc2bd32,CLIENT,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2016-03-19,27b4b67c5faee784377df01dbce1234531d76158d74bfbc330b9ecd9e9516664,aninjauk.dynu.com,25888,Disabled,helper.exe,Computer Helper,N/A,N/A,N/A,df165245001686e90af2b38f342a1e06a54d735c,UPDATE11/11,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-31,27c25073c7383f79fae4b4b3ab9b2df7ebf9d4273fc25a438304abc818470056,langdon.duckdns.org,6318,Disabled,repair.exe,Mechanic,N/A,N/A,N/A,2e71b89703fea80aed89adab2b3f0efdf5f0177c,StartUp,No,Yes,Yes,No,Yes,No,No,No,No
2016-02-12,27c7bc3441fe47d095eff295274cb272ff0953c2b520c3e2562aa11bf16a091d,example.no-ip.org,6318,Disabled,Luminosity.exe,LuminosityLink,N/A,N/A,N/A,b6498bf7311be2282f7ae671e1ad3a00ef2d3f98,HOME,No,Yes,No,Yes,Yes,No,No,No,No
2016-02-22,27ff01b1504bf4cea370355489b6a4e279b5e0bbcaba122decc970475b445cc4,lion12.ddns.net,6318,Disabled,repair.exe,Mechanic,N/A,N/A,N/A,f0b9a80ae0cb5d6d742fe2318bab5e68b5b3b75d,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-20,280f662ac5a34a55319883bef4306931fe9198c7ca0f2d752f0bc67043f060e2,yourratted.ddns.net,254,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,2d51b9c6fdfd295651518ac0a3038bdbf1e8f635,BOT,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-02,288492af85b08df94773c0166f0ae096fe2534282afd3fc18f0c6584cb844f18,cutecats.freedns.su,1002,Disabled,sysmon.exe,systemmonitor,Bin,bin235761,winbhex.exe,fe7d4fa7bc9472fd17352369ccda92a13954c46e2e425c8c6a83718ef680ff7c,STUB101,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
2016-04-25,291e13e7c25404f13ca6d538ac723f6a48bf67e2bd957ebe355037d385ffa15b,handstands.strangled.net,62020,Disabled,client.exe,Client,N/A,N/A,N/A,3d2eac700bd3c254f8798c5fbec6565b2c15886d,CHT,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-09-20,293f235785bb2fe99252955a947fc39091bb5f279fa7dbcb000159dab38f6d3a,lumicsgo.mooo.com,551,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,8bb38a018df36ed844ca89d9d1cca3f1d9fe633f,Updated,No,Yes,Yes,Yes,No,No,No,No,No
2016-05-19,296d4b44096a807c31602c6f16ff332e5a19b1c60e076a638864ab0ebd113c46,eso.mooo.com,53554,Disabled,Disabled,Disabled,N/A,N/A,N/A,64590dacda8cc92be320b75a23900c9da4aaeec1,2K16,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-02-06,29f974eb8f490be2b838e2c2f5b78f37ca3b612a5ab69f7552ad2ad8cc8b5c22,music.phorage.de,6318,Disabled,Disabled,Disabled,N/A,N/A,N/A,73d80d6fd00dbd1ff55687402c8153bc842cf361,v2,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-31,2a549b847b63759c0b4e8c919f02efba9457dd53b51e9196f6f8881c13dc4a2c,1955rondavies.ddns.net,7189,Disabled,helper.exe,Computer Helper,N/A,N/A,N/A,15e9abb2e818480bc62afceb1b7f438663f7f08f,30 03 2016,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-30,2a6aa7acd15640436340b793e617ad6b0531eacadcfda66e9c4c5a5c06c9c264,langdonn.duckdns.org,6318,Disabled,repair.exe,Mechanic,N/A,N/A,N/A,2e71b89703fea80aed89adab2b3f0efdf5f0177c,StartUp,No,Yes,Yes,No,Yes,No,No,No,No
2016-03-16,2a751ce4b10290f2b2addab98330853aad7136ebccef266a080f396ac8860bdd,cyberhoax.ddns.net,1634,Disabled,win32.exe,Win32,N/A,N/A,N/A,d2d5574cf39fc4f164543addbc4691f71458ccae,Slave,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-09-04,2a8baaea5c7a589d152c0b3490cd7e3de2fa4ee6fd0c444f52bd9a02ca26407d,107.161.23.14,8844,Disabled,Disabled,Disabled,N/A,N/A,N/A,c1d3936e57030f631fb87a4676ff34a76213d680,lm0903,No,No,Yes,Yes,No,No,No,No,No
2016-02-12,2afe4d89a735a1c119e782e2747e8f65c3ed1d7f633a131c17009eea04312873,109.201.134.88,443,Disabled,client.exe,Client,N/A,N/A,N/A,c0eeeaccabe5dce23331ea5c99fe4bd246285d28,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-02-22,2b2d957a49fb1645fec9fc72f721257df6a7aae875f6cc5f378adc5768f6cbe0,84.200.206.177,1337,Disabled,svchost.exe,Microsoft Coorperation,N/A,N/A,N/A,ad75eaaaf83eb467cb12bd4075ff3c35da460f58,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-25,2b586cd13f6ce0d771a8567ae6b0d47350e53b68f1a1c661a5300846f06dfb9b,monitor.systemsecurity.cf,23741,Disabled,jre7.exe,JavaUpdateUtility,N/A,N/A,N/A,0fc9b199ee2a74793d1c791df0f391a7a327bacc,Backdoor,No,Yes,Yes,Yes,Yes,No,No,No,No
